,timestamp,tag,description,condition
814834,2022-01-10 10:20:27,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,HIGH
814847,2022-01-10 10:20:40,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,HIGH HIGH
814983,2022-01-10 10:22:56,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,FAULT RECOVERED
815079,2022-01-10 10:24:32,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,LOW LOW
815658,2022-01-10 10:34:11,FI105,BENZENE PRODUCT FLOW,HIGH RECOVERED
815946,2022-01-10 10:38:59,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,HIGH HIGH RECOVERED
816845,2022-01-10 10:53:58,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
816981,2022-01-10 10:56:14,LI104,V-104 DISTILLATE VESSEL LEVEL,HIGH
817492,2022-01-10 11:04:45,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH HIGH
817496,2022-01-10 11:04:49,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,HIGH RECOVERED
817840,2022-01-10 11:10:33,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,FAULT RECOVERED
818942,2022-01-10 11:28:55,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH HIGH RECOVERED
819151,2022-01-10 11:32:24,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,LOW LOW RECOVERED
819655,2022-01-10 11:40:48,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,HIGH HIGH
819671,2022-01-10 11:41:04,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,HIGH HIGH
820228,2022-01-10 11:50:21,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,HIGH HIGH RECOVERED
821550,2022-01-10 12:12:23,LI104,V-104 DISTILLATE VESSEL LEVEL,HIGH RECOVERED
821551,2022-01-10 12:12:24,FI105,BENZENE PRODUCT FLOW,HIGH
822449,2022-01-10 12:27:22,TI106,E-106 REBOILER INLET TEMPERATURE,HIGH
822496,2022-01-10 12:28:09,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,HIGH HIGH
823711,2022-01-10 12:48:24,LI101,T-101 DISTILLATION COLUMN LEVEL,FAULT
824764,2022-01-10 13:05:57,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,LOW
824770,2022-01-10 13:06:03,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,HIGH HIGH RECOVERED
825063,2022-01-10 13:10:56,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,LOW
825360,2022-01-10 13:15:53,FI105,BENZENE PRODUCT FLOW,HIGH RECOVERED
825621,2022-01-10 13:20:14,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,HIGH HIGH RECOVERED
826652,2022-01-10 13:37:25,TI106,E-106 REBOILER INLET TEMPERATURE,HIGH RECOVERED
827900,2022-01-10 13:58:13,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,LOW RECOVERED
828038,2022-01-10 14:00:31,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,LOW RECOVERED
828343,2022-01-10 14:05:36,LI101,T-101 DISTILLATION COLUMN LEVEL,FAULT RECOVERED
828348,2022-01-10 14:05:41,TI106,E-106 REBOILER INLET TEMPERATURE,FAULT
828549,2022-01-10 14:09:02,PI106,E-106 REBOILER INLET PRESSURE,HIGH HIGH
828686,2022-01-10 14:11:19,FI106,E-106 REBOILER INLET FLOW,LOW
829004,2022-01-10 14:16:37,PI106,E-106 REBOILER INLET PRESSURE,HIGH HIGH RECOVERED
829965,2022-01-10 14:32:38,FI110,TOLUENE PRODUCT FLOW,LOW LOW
830213,2022-01-10 14:36:46,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
830977,2022-01-10 14:49:30,LI104,V-104 DISTILLATE VESSEL LEVEL,HIGH
831480,2022-01-10 14:57:53,TI106,E-106 REBOILER INLET TEMPERATURE,FAULT RECOVERED
831829,2022-01-10 15:03:42,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,FAULT
832073,2022-01-10 15:07:46,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,HIGH
832945,2022-01-10 15:22:18,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,HIGH HIGH
833317,2022-01-10 15:28:30,TI106,E-106 REBOILER INLET TEMPERATURE,HIGH
834432,2022-01-10 15:47:05,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,HIGH HIGH RECOVERED
834704,2022-01-10 15:51:37,FI110,TOLUENE PRODUCT FLOW,LOW LOW RECOVERED
835145,2022-01-10 15:58:58,LI101,T-101 DISTILLATION COLUMN LEVEL,LOW
835157,2022-01-10 15:59:10,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,FAULT RECOVERED
835298,2022-01-10 16:01:31,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,HIGH RECOVERED
835305,2022-01-10 16:01:38,TI106,E-106 REBOILER INLET TEMPERATURE,HIGH RECOVERED
835840,2022-01-10 16:10:33,LI104,V-104 DISTILLATE VESSEL LEVEL,HIGH RECOVERED
837542,2022-01-10 16:38:55,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,LOW
838829,2022-01-10 17:00:22,FI105,BENZENE PRODUCT FLOW,FAULT
839667,2022-01-10 17:14:20,PI101,T-101 DISTILLATION COLUMN PRESSURE,HIGH
839947,2022-01-10 17:19:00,LI101,T-101 DISTILLATION COLUMN LEVEL,LOW RECOVERED
840295,2022-01-10 17:24:48,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,LOW
841081,2022-01-10 17:37:54,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,LOW RECOVERED
841093,2022-01-10 17:38:06,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,FAULT
841735,2022-01-10 17:48:48,FI105,BENZENE PRODUCT FLOW,FAULT RECOVERED
841972,2022-01-10 17:52:45,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,LOW RECOVERED
844830,2022-01-10 18:40:23,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,FAULT RECOVERED
845524,2022-01-10 18:51:57,PI101,T-101 DISTILLATION COLUMN PRESSURE,HIGH RECOVERED
845609,2022-01-10 18:53:22,PI111,P-102B PRODUCT PUMP DISCHARGE PRESSURE,LOW LOW
846401,2022-01-10 19:06:34,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,LOW LOW
846574,2022-01-10 19:09:27,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,LOW LOW
846928,2022-01-10 19:15:21,HS102A,P-102A VIBRATION HI,FAULT
848560,2022-01-10 19:42:33,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,LOW LOW
848739,2022-01-10 19:45:32,PI111,P-102B PRODUCT PUMP DISCHARGE PRESSURE,LOW LOW RECOVERED
849360,2022-01-10 19:55:53,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,LOW LOW RECOVERED
849857,2022-01-10 20:04:10,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,LOW LOW RECOVERED
851010,2022-01-10 20:23:23,HS102A,P-102A VIBRATION HI,FAULT RECOVERED
852092,2022-01-10 20:41:25,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,FAULT
852661,2022-01-10 20:50:54,PI106,E-106 REBOILER INLET PRESSURE,LOW
852980,2022-01-10 20:56:13,PI106,E-106 REBOILER INLET PRESSURE,LOW RECOVERED
853704,2022-01-10 21:08:17,FI106,E-106 REBOILER INLET FLOW,FAULT
853772,2022-01-10 21:09:25,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,FAULT RECOVERED
855407,2022-01-10 21:36:40,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,LOW LOW RECOVERED
856038,2022-01-10 21:47:11,FI110,TOLUENE PRODUCT FLOW,LOW
856592,2022-01-10 21:56:25,LI104,V-104 DISTILLATE VESSEL LEVEL,HIGH HIGH
856597,2022-01-10 21:56:30,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,LOW
856808,2022-01-10 22:00:01,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
857147,2022-01-10 22:05:40,LI104,V-104 DISTILLATE VESSEL LEVEL,LOW
857501,2022-01-10 22:11:34,FI105,BENZENE PRODUCT FLOW,LOW
858289,2022-01-10 22:24:42,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,FAULT RECOVERED
858452,2022-01-10 22:27:25,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,LOW
858630,2022-01-10 22:30:23,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,FAULT
858722,2022-01-10 22:31:55,PI106,E-106 REBOILER INLET PRESSURE,LOW LOW
859188,2022-01-10 22:39:41,LI104,V-104 DISTILLATE VESSEL LEVEL,HIGH HIGH RECOVERED
859384,2022-01-10 22:42:57,FI105,BENZENE PRODUCT FLOW,LOW RECOVERED
859418,2022-01-10 22:43:31,FI110,TOLUENE PRODUCT FLOW,LOW RECOVERED
859494,2022-01-10 22:44:47,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,LOW RECOVERED
860095,2022-01-10 22:54:48,LI104,V-104 DISTILLATE VESSEL LEVEL,LOW RECOVERED
860552,2022-01-10 23:02:25,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,HIGH
861208,2022-01-10 23:13:21,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,LOW RECOVERED
862075,2022-01-10 23:27:48,TI107,E-106 REBOILER OUTLET TEMPERATURE,HIGH
862646,2022-01-10 23:37:19,PI106,E-106 REBOILER INLET PRESSURE,LOW LOW RECOVERED
863824,2022-01-10 23:56:57,FI101,T-101 DISTILLATION COLUMN IN FLOW,LOW
864569,2022-01-11 00:09:22,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,HIGH RECOVERED
865268,2022-01-11 00:21:01,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,LOW
865283,2022-01-11 00:21:16,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,HIGH
866194,2022-01-11 00:36:27,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,HIGH HIGH
866197,2022-01-11 00:36:30,FI110,TOLUENE PRODUCT FLOW,LOW LOW
866198,2022-01-11 00:36:30,TI107,E-106 REBOILER OUTLET TEMPERATURE,HIGH RECOVERED
866862,2022-01-11 00:47:34,PI104,V-104 DISTILLATE VESSEL PRESSURE,LOW LOW
868822,2022-01-11 01:20:14,PI104,V-104 DISTILLATE VESSEL PRESSURE,LOW LOW RECOVERED
869050,2022-01-11 01:24:02,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW
869114,2022-01-11 01:25:06,FI110,TOLUENE PRODUCT FLOW,LOW LOW RECOVERED
869465,2022-01-11 01:30:57,FI101,T-101 DISTILLATION COLUMN IN FLOW,LOW RECOVERED
870280,2022-01-11 01:44:32,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,LOW LOW
870282,2022-01-11 01:44:34,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,HIGH RECOVERED
870313,2022-01-11 01:45:05,TI107,E-106 REBOILER OUTLET TEMPERATURE,LOW LOW
870563,2022-01-11 01:49:15,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,HIGH HIGH RECOVERED
870636,2022-01-11 01:50:28,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH HIGH
871232,2022-01-11 02:00:24,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,HIGH HIGH
871465,2022-01-11 02:04:17,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,LOW RECOVERED
872326,2022-01-11 02:18:38,TI107,E-106 REBOILER OUTLET TEMPERATURE,LOW LOW RECOVERED
873398,2022-01-11 02:36:30,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH HIGH RECOVERED
873449,2022-01-11 02:37:21,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW RECOVERED
874398,2022-01-11 02:53:10,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,HIGH HIGH
875453,2022-01-11 03:10:45,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,LOW LOW RECOVERED
877177,2022-01-11 03:39:29,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,HIGH HIGH RECOVERED
877274,2022-01-11 03:41:06,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,HIGH HIGH RECOVERED
878162,2022-01-11 03:55:54,PI106,E-106 REBOILER INLET PRESSURE,LOW
878295,2022-01-11 03:58:07,PI111,P-102B PRODUCT PUMP DISCHARGE PRESSURE,HIGH
879081,2022-01-11 04:11:13,PI106,E-106 REBOILER INLET PRESSURE,LOW RECOVERED
879883,2022-01-11 04:24:35,PI111,P-102B PRODUCT PUMP DISCHARGE PRESSURE,HIGH HIGH
879991,2022-01-11 04:26:23,LI101,T-101 DISTILLATION COLUMN LEVEL,HIGH HIGH
881401,2022-01-11 04:49:53,PI111,P-102B PRODUCT PUMP DISCHARGE PRESSURE,HIGH RECOVERED
883007,2022-01-11 05:16:39,PI111,P-102B PRODUCT PUMP DISCHARGE PRESSURE,HIGH HIGH RECOVERED
883954,2022-01-11 05:32:26,FI106,E-106 REBOILER INLET FLOW,LOW LOW
884887,2022-01-11 05:47:59,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW
884985,2022-01-11 05:49:37,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,FAULT
885323,2022-01-11 05:55:15,LI101,T-101 DISTILLATION COLUMN LEVEL,HIGH HIGH RECOVERED
886150,2022-01-11 06:09:02,PI104,V-104 DISTILLATE VESSEL PRESSURE,HIGH
887179,2022-01-11 06:26:11,FI105,BENZENE PRODUCT FLOW,HIGH HIGH
888446,2022-01-11 06:47:18,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,FAULT
888646,2022-01-11 06:50:38,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW RECOVERED
888948,2022-01-11 06:55:40,PI104,V-104 DISTILLATE VESSEL PRESSURE,HIGH RECOVERED
889105,2022-01-11 06:58:17,PI104,V-104 DISTILLATE VESSEL PRESSURE,FAULT
889109,2022-01-11 06:58:21,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,FAULT RECOVERED
889454,2022-01-11 07:04:06,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,HIGH
889610,2022-01-11 07:06:42,FI110,TOLUENE PRODUCT FLOW,HIGH HIGH
889674,2022-01-11 07:07:46,TI106,E-106 REBOILER INLET TEMPERATURE,HIGH HIGH
889877,2022-01-11 07:11:09,FI106,E-106 REBOILER INLET FLOW,LOW LOW RECOVERED
890837,2022-01-11 07:27:09,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,FAULT RECOVERED
890854,2022-01-11 07:27:26,PI104,V-104 DISTILLATE VESSEL PRESSURE,HIGH HIGH
890975,2022-01-11 07:29:27,PI104,V-104 DISTILLATE VESSEL PRESSURE,FAULT RECOVERED
890984,2022-01-11 07:29:36,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,HIGH RECOVERED
891716,2022-01-11 07:41:48,FI105,BENZENE PRODUCT FLOW,HIGH HIGH RECOVERED
891954,2022-01-11 07:45:46,FI106,E-106 REBOILER INLET FLOW,HIGH HIGH
893147,2022-01-11 08:05:39,TI106,E-106 REBOILER INLET TEMPERATURE,HIGH HIGH RECOVERED
893864,2022-01-11 08:17:36,FI110,TOLUENE PRODUCT FLOW,HIGH HIGH RECOVERED
894301,2022-01-11 08:24:53,FI106,E-106 REBOILER INLET FLOW,HIGH HIGH RECOVERED
894462,2022-01-11 08:27:34,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,HIGH
894551,2022-01-11 08:29:03,TI109,E-104 CONDENSER INLET TEMPERATURE,HIGH
894694,2022-01-11 08:31:26,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,HIGH RECOVERED
894736,2022-01-11 08:32:08,PI104,V-104 DISTILLATE VESSEL PRESSURE,HIGH HIGH RECOVERED
896156,2022-01-11 08:55:48,TI109,E-104 CONDENSER INLET TEMPERATURE,HIGH RECOVERED
896537,2022-01-11 09:02:09,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,FAULT
896645,2022-01-11 09:03:57,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,HIGH HIGH
897237,2022-01-11 09:13:49,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,HIGH HIGH
897930,2022-01-11 09:25:22,TI109,E-104 CONDENSER INLET TEMPERATURE,HIGH HIGH
899590,2022-01-11 09:53:02,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,HIGH
899597,2022-01-11 09:53:09,TI109,E-104 CONDENSER INLET TEMPERATURE,HIGH
900180,2022-01-11 10:02:52,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,FAULT RECOVERED
900369,2022-01-11 10:06:01,TI109,E-104 CONDENSER INLET TEMPERATURE,HIGH RECOVERED
900618,2022-01-11 10:10:10,TI109,E-104 CONDENSER INLET TEMPERATURE,HIGH HIGH RECOVERED
900657,2022-01-11 10:10:49,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,HIGH HIGH RECOVERED
900706,2022-01-11 10:11:38,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,HIGH HIGH RECOVERED
901141,2022-01-11 10:18:53,TI109,E-104 CONDENSER INLET TEMPERATURE,HIGH
901559,2022-01-11 10:25:51,LI101,T-101 DISTILLATION COLUMN LEVEL,HIGH
901826,2022-01-11 10:30:18,TI107,E-106 REBOILER OUTLET TEMPERATURE,HIGH HIGH
901913,2022-01-11 10:31:45,TI109,E-104 CONDENSER INLET TEMPERATURE,HIGH RECOVERED
902967,2022-01-11 10:49:19,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH
903331,2022-01-11 10:55:23,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,LOW
903395,2022-01-11 10:56:27,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,HIGH RECOVERED
904868,2022-01-11 11:21:00,TI107,E-106 REBOILER OUTLET TEMPERATURE,HIGH HIGH RECOVERED
905049,2022-01-11 11:24:01,FI105,BENZENE PRODUCT FLOW,HIGH
905409,2022-01-11 11:30:01,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,LOW RECOVERED
905483,2022-01-11 11:31:15,LI101,T-101 DISTILLATION COLUMN LEVEL,HIGH RECOVERED
906303,2022-01-11 11:44:55,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,HIGH HIGH
906477,2022-01-11 11:47:49,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,FAULT
906998,2022-01-11 11:56:30,FI105,BENZENE PRODUCT FLOW,HIGH RECOVERED
907693,2022-01-11 12:08:05,FI110,TOLUENE PRODUCT FLOW,LOW LOW
908321,2022-01-11 12:18:33,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,HIGH HIGH RECOVERED
908383,2022-01-11 12:19:35,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,FAULT RECOVERED
908661,2022-01-11 12:24:13,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,HIGH HIGH
909116,2022-01-11 12:31:48,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH RECOVERED
909746,2022-01-11 12:42:18,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH
910225,2022-01-11 12:50:17,LI101,T-101 DISTILLATION COLUMN LEVEL,FAULT
910545,2022-01-11 12:55:37,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH RECOVERED
910588,2022-01-11 12:56:20,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,HIGH
910775,2022-01-11 12:59:27,FI110,TOLUENE PRODUCT FLOW,LOW LOW RECOVERED
911173,2022-01-11 13:06:05,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,HIGH HIGH RECOVERED
911601,2022-01-11 13:13:13,TI109,E-104 CONDENSER INLET TEMPERATURE,LOW
912346,2022-01-11 13:25:38,PI104,V-104 DISTILLATE VESSEL PRESSURE,FAULT
913215,2022-01-11 13:40:07,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,HIGH RECOVERED
913656,2022-01-11 13:47:28,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,LOW
913918,2022-01-11 13:51:50,TI109,E-104 CONDENSER INLET TEMPERATURE,LOW RECOVERED
914066,2022-01-11 13:54:18,LI101,T-101 DISTILLATION COLUMN LEVEL,FAULT RECOVERED
914453,2022-01-11 14:00:45,HS102B,P-102B VIBRATION HI,FAULT
914803,2022-01-11 14:06:35,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,HIGH
915141,2022-01-11 14:12:13,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,LOW RECOVERED
915354,2022-01-11 14:15:46,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,HIGH HIGH
915678,2022-01-11 14:21:10,PI104,V-104 DISTILLATE VESSEL PRESSURE,FAULT RECOVERED
915933,2022-01-11 14:25:25,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,LOW LOW
916961,2022-01-11 14:42:33,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,LOW LOW RECOVERED
917541,2022-01-11 14:52:13,LI104,V-104 DISTILLATE VESSEL LEVEL,LL
918035,2022-01-11 15:00:27,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,HIGH RECOVERED
918812,2022-01-11 15:13:24,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,HIGH HIGH RECOVERED
919017,2022-01-11 15:16:49,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,HIGH HIGH
919329,2022-01-11 15:22:01,HS102B,P-102B VIBRATION HI,FAULT RECOVERED
921025,2022-01-11 15:50:17,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,LOW
921220,2022-01-11 15:53:32,PI111,P-102B PRODUCT PUMP DISCHARGE PRESSURE,HIGH
921351,2022-01-11 15:55:43,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,FAULT
922111,2022-01-11 16:08:23,PI106,E-106 REBOILER INLET PRESSURE,HIGH HIGH
922854,2022-01-11 16:20:46,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,HIGH
923519,2022-01-11 16:31:51,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,LOW
923804,2022-01-11 16:36:36,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,LOW RECOVERED
924149,2022-01-11 16:42:21,HS102A,P-102A VIBRATION HI,FAULT
924635,2022-01-11 16:50:27,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,HIGH HIGH RECOVERED
924650,2022-01-11 16:50:42,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,LOW
924891,2022-01-11 16:54:43,PI111,P-102B PRODUCT PUMP DISCHARGE PRESSURE,HIGH RECOVERED
925191,2022-01-11 16:59:43,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,LOW RECOVERED
925421,2022-01-11 17:03:33,FI106,E-106 REBOILER INLET FLOW,HIGH HIGH
925489,2022-01-11 17:04:41,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,FAULT
925588,2022-01-11 17:06:20,LI104,V-104 DISTILLATE VESSEL LEVEL,LL RECOVERED
925812,2022-01-11 17:10:04,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,FAULT RECOVERED
926227,2022-01-11 17:16:59,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,FAULT RECOVERED
926563,2022-01-11 17:22:35,LI101,T-101 DISTILLATION COLUMN LEVEL,FAULT
926571,2022-01-11 17:22:43,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,HIGH RECOVERED
926990,2022-01-11 17:29:42,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,HIGH
927318,2022-01-11 17:35:10,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,LOW RECOVERED
928034,2022-01-11 17:47:06,PI106,E-106 REBOILER INLET PRESSURE,HIGH HIGH RECOVERED
928142,2022-01-11 17:48:54,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,FAULT RECOVERED
928204,2022-01-11 17:49:56,FI106,E-106 REBOILER INLET FLOW,HIGH HIGH RECOVERED
928557,2022-01-11 17:55:49,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,FAULT
929556,2022-01-11 18:12:28,HS102A,P-102A VIBRATION HI,FAULT RECOVERED
930096,2022-01-11 18:21:28,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,HIGH RECOVERED
931671,2022-01-11 18:47:43,LI101,T-101 DISTILLATION COLUMN LEVEL,FAULT RECOVERED
932658,2022-01-11 19:04:10,FI110,TOLUENE PRODUCT FLOW,FAULT
934573,2022-01-11 19:36:05,FI101,T-101 DISTILLATION COLUMN IN FLOW,LOW LOW RECOVERED
934841,2022-01-11 19:40:33,FI101,T-101 DISTILLATION COLUMN IN FLOW,LOW LOW
936964,2022-01-11 20:15:56,FI110,TOLUENE PRODUCT FLOW,FAULT RECOVERED
939319,2022-01-11 20:55:11,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,HIGH RECOVERED
939441,2022-01-11 20:57:13,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,HIGH
941071,2022-01-11 21:24:23,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,LOW
941792,2022-01-11 21:36:24,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,HIGH HIGH
941902,2022-01-11 21:38:14,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,LOW
942124,2022-01-11 21:41:56,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,FAULT
942553,2022-01-11 21:49:05,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,LOW LOW
943068,2022-01-11 21:57:40,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,FAULT RECOVERED
943758,2022-01-11 22:09:10,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,HIGH HIGH
944346,2022-01-11 22:18:58,HS102B,P-102B VIBRATION HI,FAULT
944385,2022-01-11 22:19:37,FI110,TOLUENE PRODUCT FLOW,LOW LOW
944496,2022-01-11 22:21:28,FI101,T-101 DISTILLATION COLUMN IN FLOW,FAULT
945148,2022-01-11 22:32:20,FI105,BENZENE PRODUCT FLOW,HIGH
946181,2022-01-11 22:49:33,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,LOW RECOVERED
946264,2022-01-11 22:50:56,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,FAULT
946462,2022-01-11 22:54:14,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,FAULT
946646,2022-01-11 22:57:18,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,LOW RECOVERED
946704,2022-01-11 22:58:16,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,FAULT RECOVERED
