,timestamp,tag,type,description
2733,2024-05-01 18:33:20.000000000,FIR123,H,FLW COND CW HIGH ALM
2734,2024-05-01 18:33:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2735,2024-05-01 18:33:50.000000000,FIR123,H,FLW COND CW HIGH ALM
2736,2024-05-01 18:35:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2737,2024-05-01 18:35:20.000000000,FIR123,H,FLW COND CW HIGH ALM
2738,2024-05-01 18:35:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2739,2024-05-01 18:35:40.000000000,FIR123,H,FLW COND CW HIGH ALM
2740,2024-05-01 18:36:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2741,2024-05-01 18:36:40.000000000,FIR123,H,FLW COND CW HIGH ALM
2742,2024-05-01 18:36:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2743,2024-05-01 18:38:00.000000000,FIR123,H,FLW COND CW HIGH ALM
2744,2024-05-01 18:38:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2745,2024-05-01 18:39:00.000000000,FIR123,H,FLW COND CW HIGH ALM
2746,2024-05-01 18:39:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2747,2024-05-01 18:40:00.000000000,FIR123,H,FLW COND CW HIGH ALM
2748,2024-05-01 18:40:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2749,2024-05-01 18:40:50.000000000,FIR123,H,FLW COND CW HIGH ALM
2750,2024-05-01 18:41:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2751,2024-05-01 18:42:00.000000000,FIR123,H,FLW COND CW HIGH ALM
2752,2024-05-01 18:42:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2753,2024-05-01 18:42:30.000000000,FIR123,H,FLW COND CW HIGH ALM
2754,2024-05-01 18:43:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2755,2024-05-01 18:43:30.000000000,FIR123,H,FLW COND CW HIGH ALM
2756,2024-05-01 18:43:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2757,2024-05-01 18:44:10.000000000,FIR123,H,FLW COND CW HIGH ALM
2758,2024-05-01 18:44:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2759,2024-05-01 18:44:30.000000000,FIR123,H,FLW COND CW HIGH ALM
2760,2024-05-01 18:44:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2761,2024-05-01 18:45:00.000000000,FIR123,H,FLW COND CW HIGH ALM
2762,2024-05-01 18:45:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2763,2024-05-01 18:45:40.000000000,FIR123,H,FLW COND CW HIGH ALM
2764,2024-05-01 18:46:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2765,2024-05-01 18:46:20.000000000,FIR123,H,FLW COND CW HIGH ALM
2766,2024-05-01 18:46:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2767,2024-05-01 18:47:10.000000000,FIR123,H,FLW COND CW HIGH ALM
2768,2024-05-01 18:47:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2769,2024-05-01 18:47:50.000000000,FIR123,H,FLW COND CW HIGH ALM
2770,2024-05-01 18:48:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2771,2024-05-01 18:49:00.000000000,FIR123,H,FLW COND CW HIGH ALM
2772,2024-05-01 18:49:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2773,2024-05-01 18:49:30.000000000,FIR123,H,FLW COND CW HIGH ALM
2774,2024-05-01 18:50:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2775,2024-05-01 18:50:10.000000000,FIR123,H,FLW COND CW HIGH ALM
2776,2024-05-01 18:50:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2777,2024-05-01 18:50:40.000000000,FIR123,H,FLW COND CW HIGH ALM
2778,2024-05-01 18:51:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2779,2024-05-01 18:51:20.000000000,FIR123,H,FLW COND CW HIGH ALM
2780,2024-05-01 18:52:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2781,2024-05-01 18:53:00.000000000,FIR123,H,FLW COND CW HIGH ALM
2782,2024-05-01 18:53:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2783,2024-05-01 18:53:40.000000000,FIR123,H,FLW COND CW HIGH ALM
2784,2024-05-01 18:53:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2785,2024-05-01 18:54:40.000000000,FIR123,H,FLW COND CW HIGH ALM
2786,2024-05-01 18:54:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2787,2024-05-01 18:55:00.000000000,FIR123,H,FLW COND CW HIGH ALM
2788,2024-05-01 18:55:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2789,2024-05-01 18:56:00.000000000,FIR123,H,FLW COND CW HIGH ALM
2790,2024-05-01 18:57:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2791,2024-05-01 18:57:30.000000000,FIR123,H,FLW COND CW HIGH ALM
2792,2024-05-01 18:58:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2793,2024-05-01 18:59:00.000000000,FIR123,H,FLW COND CW HIGH ALM
2794,2024-05-01 18:59:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2795,2024-05-01 19:00:00.000000000,FIR123,H,FLW COND CW HIGH ALM
2796,2024-05-01 19:00:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2797,2024-05-01 19:00:30.000000000,FIR123,H,FLW COND CW HIGH ALM
2798,2024-05-01 19:00:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2799,2024-05-01 19:00:50.000000000,FIR123,H,FLW COND CW HIGH ALM
2800,2024-05-01 19:01:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2801,2024-05-01 19:01:40.000000000,FIR123,H,FLW COND CW HIGH ALM
2802,2024-05-01 19:02:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2803,2024-05-01 19:02:50.000000000,FIR123,H,FLW COND CW HIGH ALM
2804,2024-05-01 19:03:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2805,2024-05-01 19:03:10.000000000,FIR123,H,FLW COND CW HIGH ALM
2806,2024-05-01 19:03:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2807,2024-05-01 19:04:00.000000000,FIR123,H,FLW COND CW HIGH ALM
2808,2024-05-01 19:04:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2809,2024-05-01 19:04:50.000000000,FIR123,H,FLW COND CW HIGH ALM
2810,2024-05-01 19:05:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2811,2024-05-01 19:05:30.000000000,FIR123,H,FLW COND CW HIGH ALM
2812,2024-05-01 19:06:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2813,2024-05-01 19:06:10.000000000,FIR123,H,FLW COND CW HIGH ALM
2814,2024-05-01 19:07:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2815,2024-05-01 19:07:30.000000000,FIR123,H,FLW COND CW HIGH ALM
2816,2024-05-01 19:07:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2817,2024-05-01 19:08:00.000000000,FIR123,H,FLW COND CW HIGH ALM
2818,2024-05-01 19:08:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2819,2024-05-01 19:08:30.000000000,FIR123,H,FLW COND CW HIGH ALM
2820,2024-05-01 19:08:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2821,2024-05-01 19:09:00.000000000,FIR123,H,FLW COND CW HIGH ALM
2822,2024-05-01 19:09:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2823,2024-05-01 19:09:20.000000000,FIR123,H,FLW COND CW HIGH ALM
2824,2024-05-01 19:09:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2825,2024-05-01 19:09:40.000000000,FIR123,H,FLW COND CW HIGH ALM
2826,2024-05-01 19:10:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2827,2024-05-01 19:11:00.000000000,FIR123,H,FLW COND CW HIGH ALM
2828,2024-05-01 19:11:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2829,2024-05-01 19:11:20.000000000,FIR123,H,FLW COND CW HIGH ALM
2830,2024-05-01 19:11:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2831,2024-05-01 19:11:50.000000000,FIR123,H,FLW COND CW HIGH ALM
2832,2024-05-01 19:12:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2833,2024-05-01 19:13:00.000000000,FIR123,H,FLW COND CW HIGH ALM
2834,2024-05-01 19:13:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2835,2024-05-01 19:13:50.000000000,FIR123,H,FLW COND CW HIGH ALM
2836,2024-05-01 19:14:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2837,2024-05-01 19:14:20.000000000,FIR123,H,FLW COND CW HIGH ALM
2838,2024-05-01 19:14:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2839,2024-05-01 19:14:50.000000000,FIR123,H,FLW COND CW HIGH ALM
2840,2024-05-01 19:15:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2841,2024-05-01 19:16:00.000000000,FIR123,H,FLW COND CW HIGH ALM
2842,2024-05-01 19:16:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2843,2024-05-01 19:16:30.000000000,FIR123,H,FLW COND CW HIGH ALM
2844,2024-05-01 19:16:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2845,2024-05-01 19:16:50.000000000,FIR123,H,FLW COND CW HIGH ALM
2846,2024-05-01 19:17:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2847,2024-05-01 19:18:20.000000000,FIR123,H,FLW COND CW HIGH ALM
2848,2024-05-01 19:18:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2849,2024-05-01 19:19:10.000000000,FIR123,H,FLW COND CW HIGH ALM
2850,2024-05-01 19:19:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2851,2024-05-01 19:20:00.000000000,FIR123,H,FLW COND CW HIGH ALM
2852,2024-05-01 19:20:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2853,2024-05-01 19:21:00.000000000,FIR123,H,FLW COND CW HIGH ALM
2854,2024-05-01 19:21:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2855,2024-05-01 19:21:20.000000000,FIR123,H,FLW COND CW HIGH ALM
2856,2024-05-01 19:21:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2857,2024-05-01 19:21:50.000000000,FIR123,H,FLW COND CW HIGH ALM
2858,2024-05-01 19:22:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2859,2024-05-01 19:23:20.000000000,FIR123,H,FLW COND CW HIGH ALM
2860,2024-05-01 19:23:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2861,2024-05-01 19:23:50.000000000,FIR123,H,FLW COND CW HIGH ALM
2862,2024-05-01 19:24:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2863,2024-05-01 19:24:10.000000000,FIR123,H,FLW COND CW HIGH ALM
2864,2024-05-01 19:24:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2865,2024-05-01 19:24:30.000000000,FIR123,H,FLW COND CW HIGH ALM
2866,2024-05-01 19:24:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2867,2024-05-01 19:25:00.000000000,FIR123,H,FLW COND CW HIGH ALM
2868,2024-05-01 19:25:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2869,2024-05-01 19:25:20.000000000,FIR123,H,FLW COND CW HIGH ALM
2870,2024-05-01 19:25:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2871,2024-05-01 19:25:40.000000000,FIR123,H,FLW COND CW HIGH ALM
2872,2024-05-01 19:26:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2873,2024-05-01 19:26:10.000000000,FIR123,H,FLW COND CW HIGH ALM
2874,2024-05-01 19:26:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2875,2024-05-01 19:26:50.000000000,FIR123,H,FLW COND CW HIGH ALM
2876,2024-05-01 19:27:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2877,2024-05-01 19:28:00.000000000,FIR123,H,FLW COND CW HIGH ALM
2878,2024-05-01 19:28:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2879,2024-05-01 19:28:20.000000000,FIR123,H,FLW COND CW HIGH ALM
2880,2024-05-01 19:29:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2881,2024-05-01 19:29:10.000000000,FIR123,H,FLW COND CW HIGH ALM
2882,2024-05-01 19:29:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2883,2024-05-01 19:29:50.000000000,FIR123,H,FLW COND CW HIGH ALM
2884,2024-05-01 19:30:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2885,2024-05-01 19:30:20.000000000,FIR123,H,FLW COND CW HIGH ALM
2886,2024-05-01 19:30:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2887,2024-05-01 19:30:50.000000000,FIR123,H,FLW COND CW HIGH ALM
2888,2024-05-01 19:31:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2889,2024-05-01 19:32:20.000000000,FIR123,H,FLW COND CW HIGH ALM
2890,2024-05-01 19:32:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2891,2024-05-01 19:32:40.000000000,FIR123,H,FLW COND CW HIGH ALM
2892,2024-05-01 19:33:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2893,2024-05-01 19:33:50.000000000,FIR123,H,FLW COND CW HIGH ALM
2894,2024-05-01 19:35:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2895,2024-05-01 19:35:20.000000000,FIR123,H,FLW COND CW HIGH ALM
2896,2024-05-01 19:35:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2897,2024-05-01 19:36:20.000000000,FIR123,H,FLW COND CW HIGH ALM
2898,2024-05-01 19:37:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2899,2024-05-01 19:37:20.000000000,FIR123,H,FLW COND CW HIGH ALM
2900,2024-05-01 19:37:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2901,2024-05-01 19:38:00.000000000,FIR123,H,FLW COND CW HIGH ALM
2902,2024-05-01 19:38:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2903,2024-05-01 19:39:00.000000000,FIR123,H,FLW COND CW HIGH ALM
2904,2024-05-01 19:39:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2905,2024-05-01 19:39:50.000000000,FIR123,H,FLW COND CW HIGH ALM
2906,2024-05-01 19:40:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2907,2024-05-01 19:40:40.000000000,FIR123,H,FLW COND CW HIGH ALM
2908,2024-05-01 19:41:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2909,2024-05-01 19:41:20.000000000,FIR123,H,FLW COND CW HIGH ALM
2910,2024-05-01 19:41:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2911,2024-05-01 19:41:50.000000000,FIR123,H,FLW COND CW HIGH ALM
2912,2024-05-01 19:42:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2913,2024-05-01 19:43:00.000000000,FIR123,H,FLW COND CW HIGH ALM
2914,2024-05-01 19:43:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2915,2024-05-01 19:44:10.000000000,FIR123,H,FLW COND CW HIGH ALM
2916,2024-05-01 19:44:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2917,2024-05-01 19:44:40.000000000,FIR123,H,FLW COND CW HIGH ALM
2918,2024-05-01 19:45:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2919,2024-05-01 19:46:00.000000000,FIR123,H,FLW COND CW HIGH ALM
2920,2024-05-01 19:47:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2921,2024-05-01 19:47:30.000000000,FIR123,H,FLW COND CW HIGH ALM
2922,2024-05-01 19:48:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2923,2024-05-01 19:48:40.000000000,FIR123,H,FLW COND CW HIGH ALM
2924,2024-05-01 19:48:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2925,2024-05-01 19:49:20.000000000,FIR123,H,FLW COND CW HIGH ALM
2926,2024-05-01 19:49:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2927,2024-05-01 19:50:00.000000000,FIR123,H,FLW COND CW HIGH ALM
2928,2024-05-01 19:50:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2929,2024-05-01 19:50:20.000000000,FIR123,H,FLW COND CW HIGH ALM
2930,2024-05-01 19:50:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2931,2024-05-01 19:50:40.000000000,FIR123,H,FLW COND CW HIGH ALM
2932,2024-05-01 19:51:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2933,2024-05-01 19:51:10.000000000,FIR123,H,FLW COND CW HIGH ALM
2934,2024-05-01 19:51:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2935,2024-05-01 19:52:00.000000000,FIR123,H,FLW COND CW HIGH ALM
2936,2024-05-01 19:52:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2937,2024-05-01 19:52:40.000000000,FIR123,H,FLW COND CW HIGH ALM
2938,2024-05-01 19:52:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2939,2024-05-01 19:53:00.000000000,FIR123,H,FLW COND CW HIGH ALM
2940,2024-05-01 19:53:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2941,2024-05-01 19:53:50.000000000,FIR123,H,FLW COND CW HIGH ALM
2942,2024-05-01 19:54:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2943,2024-05-01 19:54:30.000000000,FIR123,H,FLW COND CW HIGH ALM
2944,2024-05-01 19:55:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2945,2024-05-01 19:55:10.000000000,FIR123,H,FLW COND CW HIGH ALM
2946,2024-05-01 19:55:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2947,2024-05-01 19:56:10.000000000,FIR123,H,FLW COND CW HIGH ALM
2948,2024-05-01 19:57:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2949,2024-05-01 19:57:50.000000000,FIR123,H,FLW COND CW HIGH ALM
2950,2024-05-01 19:58:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2951,2024-05-01 19:58:20.000000000,FIR123,H,FLW COND CW HIGH ALM
2952,2024-05-01 19:59:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2953,2024-05-01 19:59:30.000000000,FIR123,H,FLW COND CW HIGH ALM
2954,2024-05-01 19:59:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2955,2024-05-01 20:00:10.000000000,FIR123,H,FLW COND CW HIGH ALM
2956,2024-05-01 20:00:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2957,2024-05-01 20:00:30.000000000,FIR123,H,FLW COND CW HIGH ALM
2958,2024-05-01 20:01:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2959,2024-05-01 20:01:30.000000000,FIR123,H,FLW COND CW HIGH ALM
2960,2024-05-01 20:01:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2961,2024-05-01 20:02:10.000000000,FIR123,H,FLW COND CW HIGH ALM
2962,2024-05-01 20:02:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2963,2024-05-01 20:02:40.000000000,FIR123,H,FLW COND CW HIGH ALM
2964,2024-05-01 20:03:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2965,2024-05-01 20:03:40.000000000,FIR123,H,FLW COND CW HIGH ALM
2966,2024-05-01 20:03:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2967,2024-05-01 20:04:10.000000000,FIR123,H,FLW COND CW HIGH ALM
2968,2024-05-01 20:04:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2969,2024-05-01 20:04:40.000000000,FIR123,H,FLW COND CW HIGH ALM
2970,2024-05-01 20:04:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2971,2024-05-01 20:05:00.000000000,FIR123,H,FLW COND CW HIGH ALM
2972,2024-05-01 20:05:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2973,2024-05-01 20:06:10.000000000,FIR123,H,FLW COND CW HIGH ALM
2974,2024-05-01 20:06:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2975,2024-05-01 20:06:50.000000000,FIR123,H,FLW COND CW HIGH ALM
2976,2024-05-01 20:08:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2977,2024-05-01 20:08:10.000000000,FIR123,H,FLW COND CW HIGH ALM
2978,2024-05-01 20:08:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2979,2024-05-01 20:09:20.000000000,FIR123,H,FLW COND CW HIGH ALM
2980,2024-05-01 20:10:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2981,2024-05-01 20:10:20.000000000,FIR123,H,FLW COND CW HIGH ALM
2982,2024-05-01 20:10:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2983,2024-05-01 20:11:00.000000000,FIR123,H,FLW COND CW HIGH ALM
2984,2024-05-01 20:11:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2985,2024-05-01 20:12:20.000000000,FIR123,H,FLW COND CW HIGH ALM
2986,2024-05-01 20:12:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2987,2024-05-01 20:13:20.000000000,FIR123,H,FLW COND CW HIGH ALM
2988,2024-05-01 20:13:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2989,2024-05-01 20:14:00.000000000,FIR123,H,FLW COND CW HIGH ALM
2990,2024-05-01 20:14:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2991,2024-05-01 20:14:40.000000000,FIR123,H,FLW COND CW HIGH ALM
2992,2024-05-01 20:15:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2993,2024-05-01 20:15:20.000000000,FIR123,H,FLW COND CW HIGH ALM
2994,2024-05-01 20:17:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2995,2024-05-01 20:17:20.000000000,FIR123,H,FLW COND CW HIGH ALM
2996,2024-05-01 20:17:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2997,2024-05-01 20:18:10.000000000,FIR123,H,FLW COND CW HIGH ALM
2998,2024-05-01 20:18:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
2999,2024-05-01 20:18:50.000000000,FIR123,H,FLW COND CW HIGH ALM
3000,2024-05-01 20:19:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
3001,2024-05-01 20:19:20.000000000,FIR123,H,FLW COND CW HIGH ALM
3002,2024-05-01 20:19:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
3003,2024-05-01 20:20:00.000000000,FIR123,H,FLW COND CW HIGH ALM
3004,2024-05-01 20:20:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
3005,2024-05-01 20:20:20.000000000,FIR123,H,FLW COND CW HIGH ALM
3006,2024-05-01 20:20:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
3007,2024-05-01 20:20:50.000000000,FIR123,H,FLW COND CW HIGH ALM
3008,2024-05-01 20:21:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
3009,2024-05-01 20:21:40.000000000,FIR123,H,FLW COND CW HIGH ALM
3010,2024-05-01 20:22:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
3011,2024-05-01 20:22:10.000000000,FIR123,H,FLW COND CW HIGH ALM
3012,2024-05-01 20:22:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
3013,2024-05-01 20:22:50.000000000,FIR123,H,FLW COND CW HIGH ALM
3014,2024-05-01 20:23:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
3015,2024-05-01 20:23:20.000000000,FIR123,H,FLW COND CW HIGH ALM
3016,2024-05-01 20:24:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
3017,2024-05-01 20:24:10.000000000,FIR123,H,FLW COND CW HIGH ALM
3018,2024-05-01 20:24:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
3019,2024-05-01 20:24:30.000000000,FIR123,H,FLW COND CW HIGH ALM
3020,2024-05-01 20:25:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
3021,2024-05-01 20:25:30.000000000,FIR123,H,FLW COND CW HIGH ALM
3022,2024-05-01 20:25:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
3023,2024-05-01 20:25:50.000000000,FIR123,H,FLW COND CW HIGH ALM
3024,2024-05-01 20:26:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
3025,2024-05-01 20:26:20.000000000,FIR123,H,FLW COND CW HIGH ALM
3026,2024-05-01 20:26:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
3027,2024-05-01 20:27:10.000000000,FIR123,H,FLW COND CW HIGH ALM
3028,2024-05-01 20:27:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
3029,2024-05-01 20:28:00.000000000,FIR123,H,FLW COND CW HIGH ALM
3030,2024-05-01 20:28:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
3031,2024-05-01 20:28:40.000000000,FIR123,H,FLW COND CW HIGH ALM
3032,2024-05-01 20:29:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
3033,2024-05-01 20:29:50.000000000,FIR123,H,FLW COND CW HIGH ALM
3034,2024-05-01 20:30:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
3035,2024-05-01 20:31:10.000000000,FIR123,H,FLW COND CW HIGH ALM
3036,2024-05-01 20:31:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
